page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C12-p001,,1,,provenance/faith-in-mind/ocr/C12/page-images/C12-p001.png,,body,lecture commentary body continuation from part 2 opening
C12-p002,,2,,provenance/faith-in-mind/ocr/C12/page-images/C12-p002.png,,body,lecture commentary body
C12-p003,,3,,provenance/faith-in-mind/ocr/C12/page-images/C12-p003.png,,body,lecture commentary body
C12-p004,,4,,provenance/faith-in-mind/ocr/C12/page-images/C12-p004.png,,body,lecture commentary body
C12-p005,,5,,provenance/faith-in-mind/ocr/C12/page-images/C12-p005.png,,body,lecture commentary body
C12-p006,,6,,provenance/faith-in-mind/ocr/C12/page-images/C12-p006.png,,body,lecture commentary body
C12-p007,,7,,provenance/faith-in-mind/ocr/C12/page-images/C12-p007.png,,body,lecture commentary body
C12-p008,,8,,provenance/faith-in-mind/ocr/C12/page-images/C12-p008.png,,body,lecture commentary body
C12-p009,,9,,provenance/faith-in-mind/ocr/C12/page-images/C12-p009.png,,body,lecture commentary body
C12-p010,,10,,provenance/faith-in-mind/ocr/C12/page-images/C12-p010.png,,body,lecture commentary body
C12-p011,,11,,provenance/faith-in-mind/ocr/C12/page-images/C12-p011.png,,body,lecture commentary body
C12-p012,,12,,provenance/faith-in-mind/ocr/C12/page-images/C12-p012.png,,body,lecture commentary body
C12-p013,,13,,provenance/faith-in-mind/ocr/C12/page-images/C12-p013.png,,body,lecture commentary body
C12-p014,,14,,provenance/faith-in-mind/ocr/C12/page-images/C12-p014.png,,body,lecture commentary body
C12-p015,,15,,provenance/faith-in-mind/ocr/C12/page-images/C12-p015.png,,body,lecture commentary body
C12-p016,,16,,provenance/faith-in-mind/ocr/C12/page-images/C12-p016.png,,body,lecture commentary body
C12-p017,,17,,provenance/faith-in-mind/ocr/C12/page-images/C12-p017.png,,body,lecture commentary body
C12-p018,,18,,provenance/faith-in-mind/ocr/C12/page-images/C12-p018.png,,body,lecture commentary body
C12-p019,,19,,provenance/faith-in-mind/ocr/C12/page-images/C12-p019.png,,body,lecture commentary body
C12-p020,,20,,provenance/faith-in-mind/ocr/C12/page-images/C12-p020.png,,body,lecture commentary body
C12-p021,,21,,provenance/faith-in-mind/ocr/C12/page-images/C12-p021.png,,body,lecture commentary body
C12-p022,,22,,provenance/faith-in-mind/ocr/C12/page-images/C12-p022.png,,body,lecture commentary body
C12-p023,,23,,provenance/faith-in-mind/ocr/C12/page-images/C12-p023.png,,body,lecture commentary body
C12-p024,,24,,provenance/faith-in-mind/ocr/C12/page-images/C12-p024.png,,body,lecture commentary body
C12-p025,,25,,provenance/faith-in-mind/ocr/C12/page-images/C12-p025.png,,body,lecture commentary body
C12-p026,,26,,provenance/faith-in-mind/ocr/C12/page-images/C12-p026.png,,body,lecture commentary body
C12-p027,,27,,provenance/faith-in-mind/ocr/C12/page-images/C12-p027.png,,body,lecture commentary body
