page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C3-p001,,,,"ocr/C3/page-images/C3-p001.png",,title,front wrapper with `信心銘講話` title on the left board
C3-p002,,,,"ocr/C3/page-images/C3-p002.png",,title,title page with `信心銘講話` and `釋宗演禪師著`
C3-p003,,,,"ocr/C3/page-images/C3-p003.png",,title,epigraph or opening presentation page before the main commentary body
C3-p004,1-2,,,"ocr/C3/page-images/C3-p004.png",,body,main `信心銘講話` commentary body begins here
C3-p005,3-4,,,"ocr/C3/page-images/C3-p005.png",,body,commentary body
C3-p006,5-6,,,"ocr/C3/page-images/C3-p006.png",,body,commentary body
C3-p007,7-8,,,"ocr/C3/page-images/C3-p007.png",,body,commentary body
C3-p008,9-10,,,"ocr/C3/page-images/C3-p008.png",,body,commentary body
C3-p009,11-12,,,"ocr/C3/page-images/C3-p009.png",,body,commentary body
C3-p010,13-14,,,"ocr/C3/page-images/C3-p010.png",,body,commentary body
C3-p011,15-16,,,"ocr/C3/page-images/C3-p011.png",,body,commentary body
C3-p012,17-18,,,"ocr/C3/page-images/C3-p012.png",,body,commentary body
C3-p013,19-20,,,"ocr/C3/page-images/C3-p013.png",,body,commentary body
C3-p014,21-22,,,"ocr/C3/page-images/C3-p014.png",,body,commentary body
C3-p015,23-24,,,"ocr/C3/page-images/C3-p015.png",,body,commentary body
C3-p016,25-26,,,"ocr/C3/page-images/C3-p016.png",,body,commentary body
C3-p017,27-28,,,"ocr/C3/page-images/C3-p017.png",,body,commentary body
C3-p018,29-30,,,"ocr/C3/page-images/C3-p018.png",,body,commentary body
C3-p019,31-32,,,"ocr/C3/page-images/C3-p019.png",,body,commentary body
C3-p020,33-34,,,"ocr/C3/page-images/C3-p020.png",,body,commentary body
C3-p021,35-36,,,"ocr/C3/page-images/C3-p021.png",,body,commentary body
C3-p022,37-38,,,"ocr/C3/page-images/C3-p022.png",,body,commentary body
C3-p023,39-40,,,"ocr/C3/page-images/C3-p023.png",,body,commentary body
C3-p024,41-42,,,"ocr/C3/page-images/C3-p024.png",,body,commentary body
C3-p025,43-44,,,"ocr/C3/page-images/C3-p025.png",,body,commentary body
C3-p026,45-46,,,"ocr/C3/page-images/C3-p026.png",,body,commentary body
C3-p027,47-48,,,"ocr/C3/page-images/C3-p027.png",,body,commentary body
C3-p028,49-50,,,"ocr/C3/page-images/C3-p028.png",,body,commentary body
C3-p029,51-52,,,"ocr/C3/page-images/C3-p029.png",,body,commentary body
C3-p030,53-54,,,"ocr/C3/page-images/C3-p030.png",,body,commentary body
C3-p031,55-56,,,"ocr/C3/page-images/C3-p031.png",,body,commentary body
C3-p032,57-58,,,"ocr/C3/page-images/C3-p032.png",,body,commentary body
C3-p033,59-60,,,"ocr/C3/page-images/C3-p033.png",,body,commentary body
C3-p034,61-62,,,"ocr/C3/page-images/C3-p034.png",,body,commentary body
C3-p035,63-64,,,"ocr/C3/page-images/C3-p035.png",,body,commentary body
C3-p036,65-66,,,"ocr/C3/page-images/C3-p036.png",,body,commentary body
C3-p037,67-68,,,"ocr/C3/page-images/C3-p037.png",,body,commentary body
C3-p038,69-70,,,"ocr/C3/page-images/C3-p038.png",,body,commentary body
C3-p039,71-72,,,"ocr/C3/page-images/C3-p039.png",,body,commentary body
C3-p040,73-74,,,"ocr/C3/page-images/C3-p040.png",,body,commentary body
C3-p041,75-76,,,"ocr/C3/page-images/C3-p041.png",,body,commentary body
C3-p042,77-78,,,"ocr/C3/page-images/C3-p042.png",,body,commentary body
C3-p043,79-80,,,"ocr/C3/page-images/C3-p043.png",,body,commentary body
C3-p044,81-82,,,"ocr/C3/page-images/C3-p044.png",,body,commentary body
C3-p045,83-84,,,"ocr/C3/page-images/C3-p045.png",,body,commentary body
C3-p046,85-86,,,"ocr/C3/page-images/C3-p046.png",,body,commentary body
C3-p047,87-88,,,"ocr/C3/page-images/C3-p047.png",,body,commentary body
C3-p048,89-90,,,"ocr/C3/page-images/C3-p048.png",,body,commentary body
C3-p049,91-92,,,"ocr/C3/page-images/C3-p049.png",,body,commentary body
C3-p050,93-94,,,"ocr/C3/page-images/C3-p050.png",,body,commentary body
C3-p051,95-96,,,"ocr/C3/page-images/C3-p051.png",,body,commentary body
C3-p052,97-98,,,"ocr/C3/page-images/C3-p052.png",,body,commentary body
C3-p053,99-100,,,"ocr/C3/page-images/C3-p053.png",,body,commentary body
C3-p054,101-102,,,"ocr/C3/page-images/C3-p054.png",,body,commentary body
C3-p055,103-104,,,"ocr/C3/page-images/C3-p055.png",,body,commentary body
C3-p056,105-106,,,"ocr/C3/page-images/C3-p056.png",,body,last clear commentary body spread before tail matter
C3-p057,,,,"ocr/C3/page-images/C3-p057.png",,other,publisher catalogue or advertisement matter after the commentary body
C3-p058,,,,"ocr/C3/page-images/C3-p058.png",,colophon,publication statement on the left with facing publisher catalogue on the right
C3-p059,,,,"ocr/C3/page-images/C3-p059.png",,colophon,darker duplicate or alternate exposure of the final colophon and catalogue spread
C3-p060,,,,"ocr/C3/page-images/C3-p060.png",,title,rear wrapper or terminal emblem page
C3-p061,,,,"ocr/C3/page-images/C3-p061.png",,title,dark rear board or blank wrapper matter
C3-p062,,,,"ocr/C3/page-images/C3-p062.png",,title,library or rear wrapper matter with `信心銘講話` shelf labeling
C3-p063,,,,"ocr/C3/page-images/C3-p063.png",,title,final rear cover or library-tail image
