page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C17-p001,,1,,provenance/faith-in-mind/ocr/C17/page-images/C17-p001.png,,front_cover,blue cloth front cover with library label and call-mark markings
C17-p002,,2,,provenance/faith-in-mind/ocr/C17/page-images/C17-p002.png,,blank_front_endpaper,front blank or inside-cover surface
C17-p003,,3,,provenance/faith-in-mind/ocr/C17/page-images/C17-p003.png,,title_page,series title page for Guoyi Zen Studies volume with vertical title surface
C17-p004,,4,,provenance/faith-in-mind/ocr/C17/page-images/C17-p004.png,,preface_or_table_of_contents,front matter including series preface and contents; C17-p005 explicitly lists Zhongfeng's Faith in Mind commentary section
C17-p005,,5,,provenance/faith-in-mind/ocr/C17/page-images/C17-p005.png,,preface_or_table_of_contents,front matter including series preface and contents; C17-p005 explicitly lists Zhongfeng's Faith in Mind commentary section
C17-p006,,6,,provenance/faith-in-mind/ocr/C17/page-images/C17-p006.png,,preface_or_table_of_contents,front matter including series preface and contents; C17-p005 explicitly lists Zhongfeng's Faith in Mind commentary section
C17-p007,,7,,provenance/faith-in-mind/ocr/C17/page-images/C17-p007.png,,preface_or_table_of_contents,front matter including series preface and contents; C17-p005 explicitly lists Zhongfeng's Faith in Mind commentary section
C17-p008,,8,,provenance/faith-in-mind/ocr/C17/page-images/C17-p008.png,,preface_or_table_of_contents,front matter including series preface and contents; C17-p005 explicitly lists Zhongfeng's Faith in Mind commentary section
C17-p009,,9,,provenance/faith-in-mind/ocr/C17/page-images/C17-p009.png,,preface_or_table_of_contents,front matter including series preface and contents; C17-p005 explicitly lists Zhongfeng's Faith in Mind commentary section
C17-p010,,10,,provenance/faith-in-mind/ocr/C17/page-images/C17-p010.png,,other_volume_body,non-target series body or related commentary material outside the Faith in Mind target segment
C17-p011,,11,,provenance/faith-in-mind/ocr/C17/page-images/C17-p011.png,,other_volume_body,non-target series body or related commentary material outside the Faith in Mind target segment
