page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C9-p001,,1,,provenance/faith-in-mind/ocr/C9/page-images/C9-p001.png,,title,front cover or title slip page for the 増冠傍註 witness
C9-p002,,2,,provenance/faith-in-mind/ocr/C9/page-images/C9-p002.png,,title,full title page with publication framing and pasted older page image
C9-p003,,3,,provenance/faith-in-mind/ocr/C9/page-images/C9-p003.png,,body,opening page of the main 増冠傍註 commentary body
C9-p004,,4,,provenance/faith-in-mind/ocr/C9/page-images/C9-p004.png,,body,early commentary body
C9-p005,,5,,provenance/faith-in-mind/ocr/C9/page-images/C9-p005.png,,body,early commentary body
C9-p006,,6,,provenance/faith-in-mind/ocr/C9/page-images/C9-p006.png,,body,commentary body
C9-p007,,7,,provenance/faith-in-mind/ocr/C9/page-images/C9-p007.png,,body,commentary body
C9-p008,,8,,provenance/faith-in-mind/ocr/C9/page-images/C9-p008.png,,body,commentary body
C9-p009,,9,,provenance/faith-in-mind/ocr/C9/page-images/C9-p009.png,,body,commentary body
C9-p010,,10,,provenance/faith-in-mind/ocr/C9/page-images/C9-p010.png,,body,commentary body
C9-p011,,11,,provenance/faith-in-mind/ocr/C9/page-images/C9-p011.png,,body,commentary body
C9-p012,,12,,provenance/faith-in-mind/ocr/C9/page-images/C9-p012.png,,body,commentary body
C9-p013,,13,,provenance/faith-in-mind/ocr/C9/page-images/C9-p013.png,,body,commentary body
C9-p014,,14,,provenance/faith-in-mind/ocr/C9/page-images/C9-p014.png,,body,commentary body
C9-p015,,15,,provenance/faith-in-mind/ocr/C9/page-images/C9-p015.png,,body,commentary body
C9-p016,,16,,provenance/faith-in-mind/ocr/C9/page-images/C9-p016.png,,body,commentary body
C9-p017,,17,,provenance/faith-in-mind/ocr/C9/page-images/C9-p017.png,,body,commentary body
C9-p018,,18,,provenance/faith-in-mind/ocr/C9/page-images/C9-p018.png,,body,commentary body
C9-p019,,19,,provenance/faith-in-mind/ocr/C9/page-images/C9-p019.png,,body,commentary body
C9-p020,,20,,provenance/faith-in-mind/ocr/C9/page-images/C9-p020.png,,body,commentary body
C9-p021,,21,,provenance/faith-in-mind/ocr/C9/page-images/C9-p021.png,,body,commentary body
C9-p022,,22,,provenance/faith-in-mind/ocr/C9/page-images/C9-p022.png,,body,commentary body
C9-p023,,23,,provenance/faith-in-mind/ocr/C9/page-images/C9-p023.png,,body,commentary body
C9-p024,,24,,provenance/faith-in-mind/ocr/C9/page-images/C9-p024.png,,body,commentary body
C9-p025,,25,,provenance/faith-in-mind/ocr/C9/page-images/C9-p025.png,,body,commentary body
C9-p026,,26,,provenance/faith-in-mind/ocr/C9/page-images/C9-p026.png,,body,commentary body
C9-p027,,27,,provenance/faith-in-mind/ocr/C9/page-images/C9-p027.png,,body,commentary body
C9-p028,,28,,provenance/faith-in-mind/ocr/C9/page-images/C9-p028.png,,body,commentary body
C9-p029,,29,,provenance/faith-in-mind/ocr/C9/page-images/C9-p029.png,,body,commentary body
C9-p030,,30,,provenance/faith-in-mind/ocr/C9/page-images/C9-p030.png,,body,commentary body
C9-p031,,31,,provenance/faith-in-mind/ocr/C9/page-images/C9-p031.png,,body,commentary body
C9-p032,,32,,provenance/faith-in-mind/ocr/C9/page-images/C9-p032.png,,body,commentary body
C9-p033,,33,,provenance/faith-in-mind/ocr/C9/page-images/C9-p033.png,,body,commentary body
C9-p034,,34,,provenance/faith-in-mind/ocr/C9/page-images/C9-p034.png,,body,commentary body
C9-p035,,35,,provenance/faith-in-mind/ocr/C9/page-images/C9-p035.png,,body,commentary body
C9-p036,,36,,provenance/faith-in-mind/ocr/C9/page-images/C9-p036.png,,body,commentary body
C9-p037,,37,,provenance/faith-in-mind/ocr/C9/page-images/C9-p037.png,,body,commentary body
C9-p038,,38,,provenance/faith-in-mind/ocr/C9/page-images/C9-p038.png,,body,commentary body
C9-p039,,39,,provenance/faith-in-mind/ocr/C9/page-images/C9-p039.png,,body,commentary body
C9-p040,,40,,provenance/faith-in-mind/ocr/C9/page-images/C9-p040.png,,body,commentary body
C9-p041,,41,,provenance/faith-in-mind/ocr/C9/page-images/C9-p041.png,,body,commentary body
C9-p042,,42,,provenance/faith-in-mind/ocr/C9/page-images/C9-p042.png,,body,commentary body
C9-p043,,43,,provenance/faith-in-mind/ocr/C9/page-images/C9-p043.png,,body,commentary body
C9-p044,,44,,provenance/faith-in-mind/ocr/C9/page-images/C9-p044.png,,body,commentary body
C9-p045,,45,,provenance/faith-in-mind/ocr/C9/page-images/C9-p045.png,,body,commentary body
C9-p046,,46,,provenance/faith-in-mind/ocr/C9/page-images/C9-p046.png,,body,commentary body
C9-p047,,47,,provenance/faith-in-mind/ocr/C9/page-images/C9-p047.png,,body,commentary body
C9-p048,,48,,provenance/faith-in-mind/ocr/C9/page-images/C9-p048.png,,body,commentary body
C9-p049,,49,,provenance/faith-in-mind/ocr/C9/page-images/C9-p049.png,,body,commentary body
C9-p050,,50,,provenance/faith-in-mind/ocr/C9/page-images/C9-p050.png,,body,commentary body
C9-p051,,51,,provenance/faith-in-mind/ocr/C9/page-images/C9-p051.png,,body,commentary body
C9-p052,,52,,provenance/faith-in-mind/ocr/C9/page-images/C9-p052.png,,body,commentary body
C9-p053,,53,,provenance/faith-in-mind/ocr/C9/page-images/C9-p053.png,,body,commentary body
C9-p054,,54,,provenance/faith-in-mind/ocr/C9/page-images/C9-p054.png,,body,commentary body
C9-p055,,55,,provenance/faith-in-mind/ocr/C9/page-images/C9-p055.png,,body,commentary body
C9-p056,,56,,provenance/faith-in-mind/ocr/C9/page-images/C9-p056.png,,body,commentary body
C9-p057,,57,,provenance/faith-in-mind/ocr/C9/page-images/C9-p057.png,,body,commentary body
C9-p058,,58,,provenance/faith-in-mind/ocr/C9/page-images/C9-p058.png,,body,commentary body
C9-p059,,59,,provenance/faith-in-mind/ocr/C9/page-images/C9-p059.png,,body,commentary body
C9-p060,,60,,provenance/faith-in-mind/ocr/C9/page-images/C9-p060.png,,body,commentary body
C9-p061,,61,,provenance/faith-in-mind/ocr/C9/page-images/C9-p061.png,,body,commentary body
C9-p062,,62,,provenance/faith-in-mind/ocr/C9/page-images/C9-p062.png,,body,commentary body
C9-p063,,63,,provenance/faith-in-mind/ocr/C9/page-images/C9-p063.png,,body,commentary body
C9-p064,,64,,provenance/faith-in-mind/ocr/C9/page-images/C9-p064.png,,body,commentary body
C9-p065,,65,,provenance/faith-in-mind/ocr/C9/page-images/C9-p065.png,,body,commentary body
C9-p066,,66,,provenance/faith-in-mind/ocr/C9/page-images/C9-p066.png,,body,commentary body
C9-p067,,67,,provenance/faith-in-mind/ocr/C9/page-images/C9-p067.png,,body,commentary body
C9-p068,,68,,provenance/faith-in-mind/ocr/C9/page-images/C9-p068.png,,body,commentary body
C9-p069,,69,,provenance/faith-in-mind/ocr/C9/page-images/C9-p069.png,,body,commentary body
C9-p070,,70,,provenance/faith-in-mind/ocr/C9/page-images/C9-p070.png,,body,commentary body
C9-p071,,71,,provenance/faith-in-mind/ocr/C9/page-images/C9-p071.png,,body,commentary body
C9-p072,,72,,provenance/faith-in-mind/ocr/C9/page-images/C9-p072.png,,body,commentary body
C9-p073,,73,,provenance/faith-in-mind/ocr/C9/page-images/C9-p073.png,,body,commentary body
C9-p074,,74,,provenance/faith-in-mind/ocr/C9/page-images/C9-p074.png,,body,late commentary body immediately before tail matter
C9-p075,,75,,provenance/faith-in-mind/ocr/C9/page-images/C9-p075.png,,title,blank or low-density tail page after the main body
C9-p076,,76,,provenance/faith-in-mind/ocr/C9/page-images/C9-p076.png,,title,back wrapper or tail page after the witness proper
