page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C15-p001,,1,,provenance/faith-in-mind/ocr/C15/page-images/C15-p001.png,,front_cover_or_library_calibration,front cover or library calibration image
C15-p002,,2,,provenance/faith-in-mind/ocr/C15/page-images/C15-p002.png,,blank_or_front_endpaper,blank front endpaper spread
C15-p003,,3,,provenance/faith-in-mind/ocr/C15/page-images/C15-p003.png,,title_page,title page for Gyou no Shuukyou part 1
C15-p004,,4,,provenance/faith-in-mind/ocr/C15/page-images/C15-p004.png,,dedication_or_inscription,dedication or author inscription page plus library label
C15-p005,,5,,provenance/faith-in-mind/ocr/C15/page-images/C15-p005.png,,preface,preface opening page
C15-p006,,6,,provenance/faith-in-mind/ocr/C15/page-images/C15-p006.png,,mixed_preface_contents,preface close plus contents opening
C15-p007,,7,,provenance/faith-in-mind/ocr/C15/page-images/C15-p007.png,,body,active study body page
C15-p008,,8,,provenance/faith-in-mind/ocr/C15/page-images/C15-p008.png,,body,active study body page
C15-p009,,9,,provenance/faith-in-mind/ocr/C15/page-images/C15-p009.png,,body,active study body page
C15-p010,,10,,provenance/faith-in-mind/ocr/C15/page-images/C15-p010.png,,body,active study body page
C15-p011,,11,,provenance/faith-in-mind/ocr/C15/page-images/C15-p011.png,,body,active study body page
C15-p012,,12,,provenance/faith-in-mind/ocr/C15/page-images/C15-p012.png,,body,active study body page
C15-p013,,13,,provenance/faith-in-mind/ocr/C15/page-images/C15-p013.png,,body,active study body page
C15-p014,,14,,provenance/faith-in-mind/ocr/C15/page-images/C15-p014.png,,body,active study body page
C15-p015,,15,,provenance/faith-in-mind/ocr/C15/page-images/C15-p015.png,,body,active study body page
C15-p016,,16,,provenance/faith-in-mind/ocr/C15/page-images/C15-p016.png,,body,active study body page
C15-p017,,17,,provenance/faith-in-mind/ocr/C15/page-images/C15-p017.png,,body,active study body page
C15-p018,,18,,provenance/faith-in-mind/ocr/C15/page-images/C15-p018.png,,body,active study body page
C15-p019,,19,,provenance/faith-in-mind/ocr/C15/page-images/C15-p019.png,,body,active study body page
C15-p020,,20,,provenance/faith-in-mind/ocr/C15/page-images/C15-p020.png,,body,active study body page
C15-p021,,21,,provenance/faith-in-mind/ocr/C15/page-images/C15-p021.png,,body,active study body page
C15-p022,,22,,provenance/faith-in-mind/ocr/C15/page-images/C15-p022.png,,body,active study body page
C15-p023,,23,,provenance/faith-in-mind/ocr/C15/page-images/C15-p023.png,,body,active study body page
C15-p024,,24,,provenance/faith-in-mind/ocr/C15/page-images/C15-p024.png,,body,active study body page
C15-p025,,25,,provenance/faith-in-mind/ocr/C15/page-images/C15-p025.png,,body,active study body page
C15-p026,,26,,provenance/faith-in-mind/ocr/C15/page-images/C15-p026.png,,body,active study body page
C15-p027,,27,,provenance/faith-in-mind/ocr/C15/page-images/C15-p027.png,,body,active study body page
C15-p028,,28,,provenance/faith-in-mind/ocr/C15/page-images/C15-p028.png,,body,active study body page
C15-p029,,29,,provenance/faith-in-mind/ocr/C15/page-images/C15-p029.png,,body,active study body page
C15-p030,,30,,provenance/faith-in-mind/ocr/C15/page-images/C15-p030.png,,body,active study body page
C15-p031,,31,,provenance/faith-in-mind/ocr/C15/page-images/C15-p031.png,,body,active study body page
C15-p032,,32,,provenance/faith-in-mind/ocr/C15/page-images/C15-p032.png,,body,active study body page
C15-p033,,33,,provenance/faith-in-mind/ocr/C15/page-images/C15-p033.png,,body,active study body page
C15-p034,,34,,provenance/faith-in-mind/ocr/C15/page-images/C15-p034.png,,body,active study body page
C15-p035,,35,,provenance/faith-in-mind/ocr/C15/page-images/C15-p035.png,,body,active study body page
C15-p036,,36,,provenance/faith-in-mind/ocr/C15/page-images/C15-p036.png,,body,active study body page
C15-p037,,37,,provenance/faith-in-mind/ocr/C15/page-images/C15-p037.png,,body,active study body page
C15-p038,,38,,provenance/faith-in-mind/ocr/C15/page-images/C15-p038.png,,body,active study body page
C15-p039,,39,,provenance/faith-in-mind/ocr/C15/page-images/C15-p039.png,,body,active study body page
C15-p040,,40,,provenance/faith-in-mind/ocr/C15/page-images/C15-p040.png,,body,active study body page
C15-p041,,41,,provenance/faith-in-mind/ocr/C15/page-images/C15-p041.png,,body,active study body page
C15-p042,,42,,provenance/faith-in-mind/ocr/C15/page-images/C15-p042.png,,body,active study body page
C15-p043,,43,,provenance/faith-in-mind/ocr/C15/page-images/C15-p043.png,,body,active study body page
C15-p044,,44,,provenance/faith-in-mind/ocr/C15/page-images/C15-p044.png,,body,active study body page
C15-p045,,45,,provenance/faith-in-mind/ocr/C15/page-images/C15-p045.png,,body,active study body page
C15-p046,,46,,provenance/faith-in-mind/ocr/C15/page-images/C15-p046.png,,body,active study body page
C15-p047,,47,,provenance/faith-in-mind/ocr/C15/page-images/C15-p047.png,,body,active study body page
C15-p048,,48,,provenance/faith-in-mind/ocr/C15/page-images/C15-p048.png,,body,active study body page
C15-p049,,49,,provenance/faith-in-mind/ocr/C15/page-images/C15-p049.png,,body,active study body page
C15-p050,,50,,provenance/faith-in-mind/ocr/C15/page-images/C15-p050.png,,body,active study body page
C15-p051,,51,,provenance/faith-in-mind/ocr/C15/page-images/C15-p051.png,,body,active study body page
C15-p052,,52,,provenance/faith-in-mind/ocr/C15/page-images/C15-p052.png,,body,active study body page
C15-p053,,53,,provenance/faith-in-mind/ocr/C15/page-images/C15-p053.png,,body,active study body page
C15-p054,,54,,provenance/faith-in-mind/ocr/C15/page-images/C15-p054.png,,body,active study body page
C15-p055,,55,,provenance/faith-in-mind/ocr/C15/page-images/C15-p055.png,,body,active study body page
C15-p056,,56,,provenance/faith-in-mind/ocr/C15/page-images/C15-p056.png,,body,active study body page
C15-p057,,57,,provenance/faith-in-mind/ocr/C15/page-images/C15-p057.png,,body,active study body page
C15-p058,,58,,provenance/faith-in-mind/ocr/C15/page-images/C15-p058.png,,body,active study body page
C15-p059,,59,,provenance/faith-in-mind/ocr/C15/page-images/C15-p059.png,,body,active study body page
C15-p060,,60,,provenance/faith-in-mind/ocr/C15/page-images/C15-p060.png,,body,active study body page
C15-p061,,61,,provenance/faith-in-mind/ocr/C15/page-images/C15-p061.png,,body,active study body page
C15-p062,,62,,provenance/faith-in-mind/ocr/C15/page-images/C15-p062.png,,body,active study body page
C15-p063,,63,,provenance/faith-in-mind/ocr/C15/page-images/C15-p063.png,,body,active study body page
C15-p064,,64,,provenance/faith-in-mind/ocr/C15/page-images/C15-p064.png,,body,active study body page
C15-p065,,65,,provenance/faith-in-mind/ocr/C15/page-images/C15-p065.png,,body,active study body page
C15-p066,,66,,provenance/faith-in-mind/ocr/C15/page-images/C15-p066.png,,body,active study body page
C15-p067,,67,,provenance/faith-in-mind/ocr/C15/page-images/C15-p067.png,,body,active study body page
C15-p068,,68,,provenance/faith-in-mind/ocr/C15/page-images/C15-p068.png,,body,active study body page
C15-p069,,69,,provenance/faith-in-mind/ocr/C15/page-images/C15-p069.png,,body,active study body page
C15-p070,,70,,provenance/faith-in-mind/ocr/C15/page-images/C15-p070.png,,body,active study body page
C15-p071,,71,,provenance/faith-in-mind/ocr/C15/page-images/C15-p071.png,,body,active study body page
C15-p072,,72,,provenance/faith-in-mind/ocr/C15/page-images/C15-p072.png,,body,active study body page
C15-p073,,73,,provenance/faith-in-mind/ocr/C15/page-images/C15-p073.png,,body,active study body page
C15-p074,,74,,provenance/faith-in-mind/ocr/C15/page-images/C15-p074.png,,body,active study body page
C15-p075,,75,,provenance/faith-in-mind/ocr/C15/page-images/C15-p075.png,,body,active study body page
C15-p076,,76,,provenance/faith-in-mind/ocr/C15/page-images/C15-p076.png,,body,active study body page
C15-p077,,77,,provenance/faith-in-mind/ocr/C15/page-images/C15-p077.png,,body,active study body page
C15-p078,,78,,provenance/faith-in-mind/ocr/C15/page-images/C15-p078.png,,body,active study body page
C15-p079,,79,,provenance/faith-in-mind/ocr/C15/page-images/C15-p079.png,,body,active study body page
C15-p080,,80,,provenance/faith-in-mind/ocr/C15/page-images/C15-p080.png,,body,active study body page
C15-p081,,81,,provenance/faith-in-mind/ocr/C15/page-images/C15-p081.png,,body,active study body page
C15-p082,,82,,provenance/faith-in-mind/ocr/C15/page-images/C15-p082.png,,body,active study body page
C15-p083,,83,,provenance/faith-in-mind/ocr/C15/page-images/C15-p083.png,,body,active study body page
C15-p084,,84,,provenance/faith-in-mind/ocr/C15/page-images/C15-p084.png,,body,active study body page
C15-p085,,85,,provenance/faith-in-mind/ocr/C15/page-images/C15-p085.png,,body,active study body page
C15-p086,,86,,provenance/faith-in-mind/ocr/C15/page-images/C15-p086.png,,body,active study body page
C15-p087,,87,,provenance/faith-in-mind/ocr/C15/page-images/C15-p087.png,,body,active study body page
C15-p088,,88,,provenance/faith-in-mind/ocr/C15/page-images/C15-p088.png,,body,active study body page
C15-p089,,89,,provenance/faith-in-mind/ocr/C15/page-images/C15-p089.png,,body,active study body page
C15-p090,,90,,provenance/faith-in-mind/ocr/C15/page-images/C15-p090.png,,body,active study body page
C15-p091,,91,,provenance/faith-in-mind/ocr/C15/page-images/C15-p091.png,,body,active study body page
C15-p092,,92,,provenance/faith-in-mind/ocr/C15/page-images/C15-p092.png,,body,active study body page
C15-p093,,93,,provenance/faith-in-mind/ocr/C15/page-images/C15-p093.png,,body,active study body page
C15-p094,,94,,provenance/faith-in-mind/ocr/C15/page-images/C15-p094.png,,body,active study body page
C15-p095,,95,,provenance/faith-in-mind/ocr/C15/page-images/C15-p095.png,,body,active study body page
C15-p096,,96,,provenance/faith-in-mind/ocr/C15/page-images/C15-p096.png,,body,active study body page
C15-p097,,97,,provenance/faith-in-mind/ocr/C15/page-images/C15-p097.png,,body,active study body page
C15-p098,,98,,provenance/faith-in-mind/ocr/C15/page-images/C15-p098.png,,body,active study body page
C15-p099,,99,,provenance/faith-in-mind/ocr/C15/page-images/C15-p099.png,,body,active study body page
C15-p100,,100,,provenance/faith-in-mind/ocr/C15/page-images/C15-p100.png,,body,active study body page
