page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C5-p001,,,,"ocr/C5/page-images/C5-p001.png",,title,seal or front matter page before the volume title
C5-p002,,,,"ocr/C5/page-images/C5-p002.png",,title,prefatory or publication note facing a printed publication marker
C5-p003,,,,"ocr/C5/page-images/C5-p003.png",,title,dense table of contents or prefatory matter with publication note on facing page
C5-p004,1-2,,,"ocr/C5/page-images/C5-p004.png",,body,main `冠註信心銘夜塘水` commentary body begins here
C5-p005,3-4,,,"ocr/C5/page-images/C5-p005.png",,body,commentary body
C5-p006,5-6,,,"ocr/C5/page-images/C5-p006.png",,body,commentary body
C5-p007,7-8,,,"ocr/C5/page-images/C5-p007.png",,body,commentary body
C5-p008,9-10,,,"ocr/C5/page-images/C5-p008.png",,body,commentary body
C5-p009,11-12,,,"ocr/C5/page-images/C5-p009.png",,body,commentary body
C5-p010,13-14,,,"ocr/C5/page-images/C5-p010.png",,body,commentary body
C5-p011,15-16,,,"ocr/C5/page-images/C5-p011.png",,body,commentary body
C5-p012,17-18,,,"ocr/C5/page-images/C5-p012.png",,body,commentary body
C5-p013,19-20,,,"ocr/C5/page-images/C5-p013.png",,body,commentary body
C5-p014,21-22,,,"ocr/C5/page-images/C5-p014.png",,body,commentary body
C5-p015,23-24,,,"ocr/C5/page-images/C5-p015.png",,body,commentary body
C5-p016,25-26,,,"ocr/C5/page-images/C5-p016.png",,body,commentary body
C5-p017,27-28,,,"ocr/C5/page-images/C5-p017.png",,body,commentary body
C5-p018,29-30,,,"ocr/C5/page-images/C5-p018.png",,body,commentary body
C5-p019,31-32,,,"ocr/C5/page-images/C5-p019.png",,body,commentary body
C5-p020,33-34,,,"ocr/C5/page-images/C5-p020.png",,body,commentary body
C5-p021,35-36,,,"ocr/C5/page-images/C5-p021.png",,body,commentary body
C5-p022,37-38,,,"ocr/C5/page-images/C5-p022.png",,body,commentary body
C5-p023,39-40,,,"ocr/C5/page-images/C5-p023.png",,body,commentary body
C5-p024,41-42,,,"ocr/C5/page-images/C5-p024.png",,body,commentary body
C5-p025,43-44,,,"ocr/C5/page-images/C5-p025.png",,body,commentary body
C5-p026,45-46,,,"ocr/C5/page-images/C5-p026.png",,body,commentary body
C5-p027,47-48,,,"ocr/C5/page-images/C5-p027.png",,body,commentary body
C5-p028,49-50,,,"ocr/C5/page-images/C5-p028.png",,body,commentary body
C5-p029,51-52,,,"ocr/C5/page-images/C5-p029.png",,body,commentary body
C5-p030,53-54,,,"ocr/C5/page-images/C5-p030.png",,body,commentary body
C5-p031,55-56,,,"ocr/C5/page-images/C5-p031.png",,body,commentary body
C5-p032,57-58,,,"ocr/C5/page-images/C5-p032.png",,body,commentary body
C5-p033,59-60,,,"ocr/C5/page-images/C5-p033.png",,body,commentary body
C5-p034,61-62,,,"ocr/C5/page-images/C5-p034.png",,body,commentary body
C5-p035,63-64,,,"ocr/C5/page-images/C5-p035.png",,body,commentary body
C5-p036,65-66,,,"ocr/C5/page-images/C5-p036.png",,body,commentary body
C5-p037,67-68,,,"ocr/C5/page-images/C5-p037.png",,body,commentary body
C5-p038,69-70,,,"ocr/C5/page-images/C5-p038.png",,body,commentary body
C5-p039,71-72,,,"ocr/C5/page-images/C5-p039.png",,body,commentary body
C5-p040,73-74,,,"ocr/C5/page-images/C5-p040.png",,body,commentary body
C5-p041,75-76,,,"ocr/C5/page-images/C5-p041.png",,body,commentary body
C5-p042,77-78,,,"ocr/C5/page-images/C5-p042.png",,body,commentary body
C5-p043,79-80,,,"ocr/C5/page-images/C5-p043.png",,body,commentary body
C5-p044,81-82,,,"ocr/C5/page-images/C5-p044.png",,body,commentary body
C5-p045,83-84,,,"ocr/C5/page-images/C5-p045.png",,body,commentary body
C5-p046,85-86,,,"ocr/C5/page-images/C5-p046.png",,body,commentary body
C5-p047,87-88,,,"ocr/C5/page-images/C5-p047.png",,body,commentary body
C5-p048,89-90,,,"ocr/C5/page-images/C5-p048.png",,body,commentary body
C5-p049,91-92,,,"ocr/C5/page-images/C5-p049.png",,body,commentary body
C5-p050,93-94,,,"ocr/C5/page-images/C5-p050.png",,body,commentary body
C5-p051,95-96,,,"ocr/C5/page-images/C5-p051.png",,body,commentary body
C5-p052,97-98,,,"ocr/C5/page-images/C5-p052.png",,body,commentary body
C5-p053,99-100,,,"ocr/C5/page-images/C5-p053.png",,body,commentary body
C5-p054,101-102,,,"ocr/C5/page-images/C5-p054.png",,body,commentary body
C5-p055,103-104,,,"ocr/C5/page-images/C5-p055.png",,body,commentary body
C5-p056,105-106,,,"ocr/C5/page-images/C5-p056.png",,body,commentary body
C5-p057,107-108,,,"ocr/C5/page-images/C5-p057.png",,body,commentary body
C5-p058,109-110,,,"ocr/C5/page-images/C5-p058.png",,body,commentary body
C5-p059,111-112,,,"ocr/C5/page-images/C5-p059.png",,body,commentary body
C5-p060,113-114,,,"ocr/C5/page-images/C5-p060.png",,body,commentary body
C5-p061,115-116,,,"ocr/C5/page-images/C5-p061.png",,body,commentary body
C5-p062,117-118,,,"ocr/C5/page-images/C5-p062.png",,body,commentary body
C5-p063,119-120,,,"ocr/C5/page-images/C5-p063.png",,body,commentary body
C5-p064,121-122,,,"ocr/C5/page-images/C5-p064.png",,body,commentary body
C5-p065,123-124,,,"ocr/C5/page-images/C5-p065.png",,body,commentary body
C5-p066,125-126,,,"ocr/C5/page-images/C5-p066.png",,body,commentary body
C5-p067,127-128,,,"ocr/C5/page-images/C5-p067.png",,body,commentary body
C5-p068,129-130,,,"ocr/C5/page-images/C5-p068.png",,body,commentary body
C5-p069,131-132,,,"ocr/C5/page-images/C5-p069.png",,body,commentary body
C5-p070,133-134,,,"ocr/C5/page-images/C5-p070.png",,body,commentary body
C5-p071,135-136,,,"ocr/C5/page-images/C5-p071.png",,body,commentary body
C5-p072,137-138,,,"ocr/C5/page-images/C5-p072.png",,body,commentary body
C5-p073,139-140,,,"ocr/C5/page-images/C5-p073.png",,colophon,terminal page marking `冠註信心銘夜塘水巻上終`
C5-p074,,,,"ocr/C5/page-images/C5-p074.png",,title,rear wrapper or library-tail matter
