page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C10-p001,,1,,provenance/faith-in-mind/ocr/C10/page-images/C10-p001.png,,title,"front cover or title slip page for the ???? witness, volume lower"
C10-p002,,2,,provenance/faith-in-mind/ocr/C10/page-images/C10-p002.png,,title,wrapper or title-opening page with volume marker for ??
C10-p003,,3,,provenance/faith-in-mind/ocr/C10/page-images/C10-p003.png,,body,"opening page of the main ???? commentary body, volume lower"
C10-p004,,4,,provenance/faith-in-mind/ocr/C10/page-images/C10-p004.png,,body,commentary body
C10-p005,,5,,provenance/faith-in-mind/ocr/C10/page-images/C10-p005.png,,body,commentary body
C10-p006,,6,,provenance/faith-in-mind/ocr/C10/page-images/C10-p006.png,,body,commentary body
C10-p007,,7,,provenance/faith-in-mind/ocr/C10/page-images/C10-p007.png,,body,commentary body
C10-p008,,8,,provenance/faith-in-mind/ocr/C10/page-images/C10-p008.png,,body,commentary body
C10-p009,,9,,provenance/faith-in-mind/ocr/C10/page-images/C10-p009.png,,body,commentary body
C10-p010,,10,,provenance/faith-in-mind/ocr/C10/page-images/C10-p010.png,,body,commentary body
C10-p011,,11,,provenance/faith-in-mind/ocr/C10/page-images/C10-p011.png,,body,commentary body
C10-p012,,12,,provenance/faith-in-mind/ocr/C10/page-images/C10-p012.png,,body,commentary body
C10-p013,,13,,provenance/faith-in-mind/ocr/C10/page-images/C10-p013.png,,body,commentary body
C10-p014,,14,,provenance/faith-in-mind/ocr/C10/page-images/C10-p014.png,,body,commentary body
C10-p015,,15,,provenance/faith-in-mind/ocr/C10/page-images/C10-p015.png,,body,commentary body
C10-p016,,16,,provenance/faith-in-mind/ocr/C10/page-images/C10-p016.png,,body,commentary body
C10-p017,,17,,provenance/faith-in-mind/ocr/C10/page-images/C10-p017.png,,body,commentary body
C10-p018,,18,,provenance/faith-in-mind/ocr/C10/page-images/C10-p018.png,,body,commentary body
C10-p019,,19,,provenance/faith-in-mind/ocr/C10/page-images/C10-p019.png,,body,commentary body
C10-p020,,20,,provenance/faith-in-mind/ocr/C10/page-images/C10-p020.png,,body,commentary body
C10-p021,,21,,provenance/faith-in-mind/ocr/C10/page-images/C10-p021.png,,body,commentary body
C10-p022,,22,,provenance/faith-in-mind/ocr/C10/page-images/C10-p022.png,,body,commentary body
C10-p023,,23,,provenance/faith-in-mind/ocr/C10/page-images/C10-p023.png,,body,commentary body
C10-p024,,24,,provenance/faith-in-mind/ocr/C10/page-images/C10-p024.png,,body,commentary body
C10-p025,,25,,provenance/faith-in-mind/ocr/C10/page-images/C10-p025.png,,body,commentary body
C10-p026,,26,,provenance/faith-in-mind/ocr/C10/page-images/C10-p026.png,,body,commentary body
C10-p027,,27,,provenance/faith-in-mind/ocr/C10/page-images/C10-p027.png,,body,commentary body
C10-p028,,28,,provenance/faith-in-mind/ocr/C10/page-images/C10-p028.png,,body,commentary body
C10-p029,,29,,provenance/faith-in-mind/ocr/C10/page-images/C10-p029.png,,body,commentary body
C10-p030,,30,,provenance/faith-in-mind/ocr/C10/page-images/C10-p030.png,,body,commentary body
C10-p031,,31,,provenance/faith-in-mind/ocr/C10/page-images/C10-p031.png,,body,commentary body
C10-p032,,32,,provenance/faith-in-mind/ocr/C10/page-images/C10-p032.png,,body,commentary body
C10-p033,,33,,provenance/faith-in-mind/ocr/C10/page-images/C10-p033.png,,body,commentary body
C10-p034,,34,,provenance/faith-in-mind/ocr/C10/page-images/C10-p034.png,,body,commentary body
C10-p035,,35,,provenance/faith-in-mind/ocr/C10/page-images/C10-p035.png,,body,commentary body
C10-p036,,36,,provenance/faith-in-mind/ocr/C10/page-images/C10-p036.png,,body,commentary body
C10-p037,,37,,provenance/faith-in-mind/ocr/C10/page-images/C10-p037.png,,body,commentary body
C10-p038,,38,,provenance/faith-in-mind/ocr/C10/page-images/C10-p038.png,,body,commentary body
