page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C13-p001,,1,,provenance/faith-in-mind/ocr/C13/page-images/C13-p001.png,,front_wrapper_or_cover,front wrapper or cover/title material with library markings
C13-p002,,2,,provenance/faith-in-mind/ocr/C13/page-images/C13-p002.png,,mixed_title_and_body,mixed title/opening frame plus beginning of commentary body
C13-p003,,3,,provenance/faith-in-mind/ocr/C13/page-images/C13-p003.png,,body,??????? part 1 commentary body
C13-p004,,4,,provenance/faith-in-mind/ocr/C13/page-images/C13-p004.png,,body,??????? part 1 commentary body
C13-p005,,5,,provenance/faith-in-mind/ocr/C13/page-images/C13-p005.png,,body,??????? part 1 commentary body
C13-p006,,6,,provenance/faith-in-mind/ocr/C13/page-images/C13-p006.png,,body,??????? part 1 commentary body
C13-p007,,7,,provenance/faith-in-mind/ocr/C13/page-images/C13-p007.png,,body,??????? part 1 commentary body
C13-p008,,8,,provenance/faith-in-mind/ocr/C13/page-images/C13-p008.png,,body,??????? part 1 commentary body
C13-p009,,9,,provenance/faith-in-mind/ocr/C13/page-images/C13-p009.png,,body,??????? part 1 commentary body
C13-p010,,10,,provenance/faith-in-mind/ocr/C13/page-images/C13-p010.png,,body,??????? part 1 commentary body
C13-p011,,11,,provenance/faith-in-mind/ocr/C13/page-images/C13-p011.png,,body,??????? part 1 commentary body
C13-p012,,12,,provenance/faith-in-mind/ocr/C13/page-images/C13-p012.png,,body,??????? part 1 commentary body
C13-p013,,13,,provenance/faith-in-mind/ocr/C13/page-images/C13-p013.png,,body,??????? part 1 commentary body
C13-p014,,14,,provenance/faith-in-mind/ocr/C13/page-images/C13-p014.png,,body,??????? part 1 commentary body
C13-p015,,15,,provenance/faith-in-mind/ocr/C13/page-images/C13-p015.png,,body,??????? part 1 commentary body
C13-p016,,16,,provenance/faith-in-mind/ocr/C13/page-images/C13-p016.png,,body,??????? part 1 commentary body
C13-p017,,17,,provenance/faith-in-mind/ocr/C13/page-images/C13-p017.png,,body,??????? part 1 commentary body
C13-p018,,18,,provenance/faith-in-mind/ocr/C13/page-images/C13-p018.png,,body,??????? part 1 commentary body
C13-p019,,19,,provenance/faith-in-mind/ocr/C13/page-images/C13-p019.png,,body,??????? part 1 commentary body
C13-p020,,20,,provenance/faith-in-mind/ocr/C13/page-images/C13-p020.png,,body,??????? part 1 commentary body
C13-p021,,21,,provenance/faith-in-mind/ocr/C13/page-images/C13-p021.png,,body,??????? part 1 commentary body
C13-p022,,22,,provenance/faith-in-mind/ocr/C13/page-images/C13-p022.png,,body,??????? part 1 commentary body
C13-p023,,23,,provenance/faith-in-mind/ocr/C13/page-images/C13-p023.png,,body,??????? part 1 commentary body
