page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C1-p001,,1,,ocr/C1/page-images/C1-p001.png,,title,front cover for the `在家曹洞宗聖典` witness
C1-p002,,2,,ocr/C1/page-images/C1-p002.png,,title,front inner wrapper or blank opening matter
C1-p003,,3,,ocr/C1/page-images/C1-p003.png,,title,title page for `在家曹洞宗聖典`
C1-p004,,4,,ocr/C1/page-images/C1-p004.png,,title,prefatory or usage note page
C1-p005,,5,,ocr/C1/page-images/C1-p005.png,,title,contents page listing `信心銘和譯` at internal page `90`
C1-p006,,6,,ocr/C1/page-images/C1-p006.png,,other,non-target anthology or translation material before the Faith in Mind section
C1-p007,,7,,ocr/C1/page-images/C1-p007.png,,other,non-target anthology or translation material
C1-p008,,8,,ocr/C1/page-images/C1-p008.png,,other,non-target anthology or translation material
C1-p009,,9,,ocr/C1/page-images/C1-p009.png,,other,non-target anthology or translation material
C1-p010,,10,,ocr/C1/page-images/C1-p010.png,,other,non-target anthology or translation material
C1-p011,,11,,ocr/C1/page-images/C1-p011.png,,other,non-target anthology or translation material
C1-p012,,12,,ocr/C1/page-images/C1-p012.png,,other,non-target anthology or translation material
C1-p013,,13,,ocr/C1/page-images/C1-p013.png,,other,non-target anthology or translation material
C1-p014,,14,,ocr/C1/page-images/C1-p014.png,,other,non-target anthology or translation material
C1-p015,,15,,ocr/C1/page-images/C1-p015.png,,other,non-target anthology or translation material
C1-p016,,16,,ocr/C1/page-images/C1-p016.png,,other,non-target anthology or translation material
C1-p017,,17,,ocr/C1/page-images/C1-p017.png,,other,non-target anthology or translation material
C1-p018,,18,,ocr/C1/page-images/C1-p018.png,,other,non-target anthology or translation material
C1-p019,,19,,ocr/C1/page-images/C1-p019.png,,other,non-target anthology or translation material
C1-p020,,20,,ocr/C1/page-images/C1-p020.png,,other,non-target anthology or translation material
C1-p021,,21,,ocr/C1/page-images/C1-p021.png,,other,non-target anthology or translation material
C1-p022,,22,,ocr/C1/page-images/C1-p022.png,,other,non-target anthology or translation material
C1-p023,,23,,ocr/C1/page-images/C1-p023.png,,other,non-target anthology or translation material
C1-p024,,24,,ocr/C1/page-images/C1-p024.png,,other,non-target anthology or translation material
C1-p025,,25,,ocr/C1/page-images/C1-p025.png,,other,non-target anthology or translation material
C1-p026,,26,,ocr/C1/page-images/C1-p026.png,,other,non-target anthology or translation material
C1-p027,,27,,ocr/C1/page-images/C1-p027.png,,other,non-target anthology or translation material
C1-p028,,28,,ocr/C1/page-images/C1-p028.png,,other,non-target anthology or translation material
C1-p029,,29,,ocr/C1/page-images/C1-p029.png,,other,non-target anthology or translation material
C1-p030,,30,,ocr/C1/page-images/C1-p030.png,,other,non-target anthology or translation material
C1-p031,,31,,ocr/C1/page-images/C1-p031.png,,other,non-target anthology or translation material
C1-p032,,32,,ocr/C1/page-images/C1-p032.png,,other,non-target anthology or translation material
C1-p033,,33,,ocr/C1/page-images/C1-p033.png,,other,non-target anthology or translation material
C1-p034,,34,,ocr/C1/page-images/C1-p034.png,,other,non-target anthology or translation material
C1-p035,,35,,ocr/C1/page-images/C1-p035.png,,other,non-target anthology or translation material
C1-p036,,36,,ocr/C1/page-images/C1-p036.png,,other,non-target anthology or translation material
C1-p037,,37,,ocr/C1/page-images/C1-p037.png,,other,non-target anthology or translation material
C1-p038,,38,,ocr/C1/page-images/C1-p038.png,,other,non-target anthology or translation material
C1-p039,,39,,ocr/C1/page-images/C1-p039.png,,other,non-target anthology or translation material
C1-p040,,40,,ocr/C1/page-images/C1-p040.png,,other,non-target anthology or translation material
C1-p041,,41,,ocr/C1/page-images/C1-p041.png,,other,non-target anthology or translation material
C1-p042,,42,,ocr/C1/page-images/C1-p042.png,,other,non-target anthology or translation material
C1-p043,,43,,ocr/C1/page-images/C1-p043.png,,other,non-target anthology or translation material
C1-p044,,44,,ocr/C1/page-images/C1-p044.png,,other,non-target anthology or translation material
C1-p045,,45,,ocr/C1/page-images/C1-p045.png,,other,non-target anthology or translation material
C1-p046,,46,,ocr/C1/page-images/C1-p046.png,,other,non-target anthology or translation material
