page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C6-p001,1-2,,,"ocr/C6/page-images/C6-p001.png",,mixed,mixed title-plus-opening spread for `冠註信心銘夜塘水` `巻下`
C6-p002,3-4,,,"ocr/C6/page-images/C6-p002.png",,body,commentary body
C6-p003,5-6,,,"ocr/C6/page-images/C6-p003.png",,body,commentary body
C6-p004,7-8,,,"ocr/C6/page-images/C6-p004.png",,body,commentary body
C6-p005,9-10,,,"ocr/C6/page-images/C6-p005.png",,body,commentary body
C6-p006,11-12,,,"ocr/C6/page-images/C6-p006.png",,body,commentary body
C6-p007,13-14,,,"ocr/C6/page-images/C6-p007.png",,body,commentary body
C6-p008,15-16,,,"ocr/C6/page-images/C6-p008.png",,body,commentary body
C6-p009,17-18,,,"ocr/C6/page-images/C6-p009.png",,body,commentary body
C6-p010,19-20,,,"ocr/C6/page-images/C6-p010.png",,body,commentary body
C6-p011,21-22,,,"ocr/C6/page-images/C6-p011.png",,body,commentary body
C6-p012,23-24,,,"ocr/C6/page-images/C6-p012.png",,body,commentary body
C6-p013,25-26,,,"ocr/C6/page-images/C6-p013.png",,body,commentary body
C6-p014,27-28,,,"ocr/C6/page-images/C6-p014.png",,body,commentary body
C6-p015,29-30,,,"ocr/C6/page-images/C6-p015.png",,body,commentary body
C6-p016,31-32,,,"ocr/C6/page-images/C6-p016.png",,body,commentary body
C6-p017,33-34,,,"ocr/C6/page-images/C6-p017.png",,body,commentary body
C6-p018,35-36,,,"ocr/C6/page-images/C6-p018.png",,body,commentary body
C6-p019,37-38,,,"ocr/C6/page-images/C6-p019.png",,body,commentary body
C6-p020,39-40,,,"ocr/C6/page-images/C6-p020.png",,body,commentary body
C6-p021,41-42,,,"ocr/C6/page-images/C6-p021.png",,body,commentary body
C6-p022,43-44,,,"ocr/C6/page-images/C6-p022.png",,body,commentary body
C6-p023,45-46,,,"ocr/C6/page-images/C6-p023.png",,body,commentary body
C6-p024,47-48,,,"ocr/C6/page-images/C6-p024.png",,body,commentary body
C6-p025,49-50,,,"ocr/C6/page-images/C6-p025.png",,body,commentary body
C6-p026,51-52,,,"ocr/C6/page-images/C6-p026.png",,body,commentary body
C6-p027,53-54,,,"ocr/C6/page-images/C6-p027.png",,body,commentary body
C6-p028,55-56,,,"ocr/C6/page-images/C6-p028.png",,body,commentary body
C6-p029,57-58,,,"ocr/C6/page-images/C6-p029.png",,body,commentary body
C6-p030,59-60,,,"ocr/C6/page-images/C6-p030.png",,body,commentary body
C6-p031,61-62,,,"ocr/C6/page-images/C6-p031.png",,body,commentary body
C6-p032,63-64,,,"ocr/C6/page-images/C6-p032.png",,body,commentary body
C6-p033,65-66,,,"ocr/C6/page-images/C6-p033.png",,body,commentary body
C6-p034,67-68,,,"ocr/C6/page-images/C6-p034.png",,body,commentary body
C6-p035,69-70,,,"ocr/C6/page-images/C6-p035.png",,body,commentary body
C6-p036,71-72,,,"ocr/C6/page-images/C6-p036.png",,body,commentary body
C6-p037,73-74,,,"ocr/C6/page-images/C6-p037.png",,body,commentary body
C6-p038,75-76,,,"ocr/C6/page-images/C6-p038.png",,body,commentary body
C6-p039,77-78,,,"ocr/C6/page-images/C6-p039.png",,body,commentary body
C6-p040,79-80,,,"ocr/C6/page-images/C6-p040.png",,body,commentary body
C6-p041,81-82,,,"ocr/C6/page-images/C6-p041.png",,body,commentary body
C6-p042,83-84,,,"ocr/C6/page-images/C6-p042.png",,body,commentary body
C6-p043,85-86,,,"ocr/C6/page-images/C6-p043.png",,body,commentary body
C6-p044,87-88,,,"ocr/C6/page-images/C6-p044.png",,body,commentary body
C6-p045,89-90,,,"ocr/C6/page-images/C6-p045.png",,body,commentary body
C6-p046,91-92,,,"ocr/C6/page-images/C6-p046.png",,body,commentary body
C6-p047,93-94,,,"ocr/C6/page-images/C6-p047.png",,body,commentary body
C6-p048,95-96,,,"ocr/C6/page-images/C6-p048.png",,body,commentary body
C6-p049,97-98,,,"ocr/C6/page-images/C6-p049.png",,body,commentary body
C6-p050,99-100,,,"ocr/C6/page-images/C6-p050.png",,body,commentary body
C6-p051,101-102,,,"ocr/C6/page-images/C6-p051.png",,body,commentary body
C6-p052,103-104,,,"ocr/C6/page-images/C6-p052.png",,body,commentary body
C6-p053,105-106,,,"ocr/C6/page-images/C6-p053.png",,body,commentary body
C6-p054,107-108,,,"ocr/C6/page-images/C6-p054.png",,body,commentary body
C6-p055,109-110,,,"ocr/C6/page-images/C6-p055.png",,body,commentary body
C6-p056,111-112,,,"ocr/C6/page-images/C6-p056.png",,body,commentary body
C6-p057,113-114,,,"ocr/C6/page-images/C6-p057.png",,body,commentary body
C6-p058,115-116,,,"ocr/C6/page-images/C6-p058.png",,body,commentary body
C6-p059,117-118,,,"ocr/C6/page-images/C6-p059.png",,mixed,mixed terminal body-plus-colophon spread with explicit end marker at the close of `巻下`
C6-p060,,,,"ocr/C6/page-images/C6-p060.png",,tail,rear wrapper or cover board image
C6-p061,,,,"ocr/C6/page-images/C6-p061.png",,tail,rear wrapper or library-tail image with shelf label
