page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C11-p001,,1,,provenance/faith-in-mind/ocr/C11/page-images/C11-p001.png,,title,modern cover or library cover page for the lecture witness
C11-p002,,2,,provenance/faith-in-mind/ocr/C11/page-images/C11-p002.png,,title,title or publication page for ????????
C11-p003,,3,,provenance/faith-in-mind/ocr/C11/page-images/C11-p003.png,,title,prefatory or title-preface page preceding the main lecture body
C11-p004,,4,,provenance/faith-in-mind/ocr/C11/page-images/C11-p004.png,,body,lecture commentary body
C11-p005,,5,,provenance/faith-in-mind/ocr/C11/page-images/C11-p005.png,,body,lecture commentary body
C11-p006,,6,,provenance/faith-in-mind/ocr/C11/page-images/C11-p006.png,,body,lecture commentary body
C11-p007,,7,,provenance/faith-in-mind/ocr/C11/page-images/C11-p007.png,,body,lecture commentary body
C11-p008,,8,,provenance/faith-in-mind/ocr/C11/page-images/C11-p008.png,,body,lecture commentary body
C11-p009,,9,,provenance/faith-in-mind/ocr/C11/page-images/C11-p009.png,,body,lecture commentary body
C11-p010,,10,,provenance/faith-in-mind/ocr/C11/page-images/C11-p010.png,,body,lecture commentary body
C11-p011,,11,,provenance/faith-in-mind/ocr/C11/page-images/C11-p011.png,,body,lecture commentary body
C11-p012,,12,,provenance/faith-in-mind/ocr/C11/page-images/C11-p012.png,,body,lecture commentary body
C11-p013,,13,,provenance/faith-in-mind/ocr/C11/page-images/C11-p013.png,,body,lecture commentary body
C11-p014,,14,,provenance/faith-in-mind/ocr/C11/page-images/C11-p014.png,,body,lecture commentary body
C11-p015,,15,,provenance/faith-in-mind/ocr/C11/page-images/C11-p015.png,,body,lecture commentary body
C11-p016,,16,,provenance/faith-in-mind/ocr/C11/page-images/C11-p016.png,,body,lecture commentary body
C11-p017,,17,,provenance/faith-in-mind/ocr/C11/page-images/C11-p017.png,,body,lecture commentary body
C11-p018,,18,,provenance/faith-in-mind/ocr/C11/page-images/C11-p018.png,,body,lecture commentary body
